title,summary,text,link,published_at,source,keyword,impact_score,tag
一起来治堵｜成都公交车道进一步开放首日，市民称“多了一条车道，方便多了” - 凤凰网,一起来治堵｜成都公交车道进一步开放首日，市民称“多了一条车道，方便多了” 凤凰网,一起来治堵｜成都公交车道进一步开放首日，市民称“多了一条车道，方便多了” - 凤凰网 一起来治堵｜成都公交车道进一步开放首日，市民称“多了一条车道，方便多了” 凤凰网,https://news.google.com/rss/articles/CBMiTEFVX3lxTFBlMXdDaTZkeU5OZS1RemFQc3paQ0ZWSHI0WGxqMkdFbWtDb0h6S19rVTdjOWE0MndsemhBMGU0YlFKWktoM1pxUFF1RlI?oc=5,2025-02-15 08:00:00,google_news,成都 治堵,46.0,transit
春节假期成都地铁和机场的客流承载能力面临了哪些考验？ - 新浪财经,春节假期成都地铁和机场的客流承载能力面临了哪些考验？ 新浪财经,春节假期成都地铁和机场的客流承载能力面临了哪些考验？ - 新浪财经 春节假期成都地铁和机场的客流承载能力面临了哪些考验？ 新浪财经,https://news.google.com/rss/articles/CBMihAFBVV95cUxPelRQSkVqNUJmMGNhX3NXSUNiTHp4VXpBcGI0aFJmVG1obHA5U1RxY294X0RPd3dSSEl4TTJxMW45ck1hSFluNlZYS090Njh3d0lzMkZMWWx4dG9qLUtIeXhDQXRYNFREbll6UmtlZVVTRTVJQnQ1SVFScWpvaUt2VFpmd0M?oc=5,2026-02-24 08:00:00,google_news,成都 地铁 客流,45.0,transit
三起“微手术” 成都新都区拥堵路口“快多了” - sichuan.scol.com.cn,三起“微手术” 成都新都区拥堵路口“快多了” sichuan.scol.com.cn,三起“微手术” 成都新都区拥堵路口“快多了” - sichuan.scol.com.cn 三起“微手术” 成都新都区拥堵路口“快多了” sichuan.scol.com.cn,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9FSExrRVlmeEpERllCbHlqWDQ5bTBBSGk5SkEtMTZJWHpPc1o5ckpLby1DMWpYX29JQXFnS0RyWXRVTlBXeFZRNmZHSzlsUURZYnpTeU1HTmdoZDhndmlDM1dLdw?oc=5,2025-02-15 08:00:00,google_news,成都 交通 拥堵,44.0,general
破解拥堵 成都交警用“智慧”打头阵 - xinhuanet.com,破解拥堵 成都交警用“智慧”打头阵 xinhuanet.com,破解拥堵 成都交警用“智慧”打头阵 - xinhuanet.com 破解拥堵 成都交警用“智慧”打头阵 xinhuanet.com,https://news.google.com/rss/articles/CBMibkFVX3lxTE9COVNBY1ctV05ISWo1dUZoRjE2cUlTSzltNkFialE3VTh4SlRwMkRDbHNBUFphallNZTJMN3k4N1hIcTczMkJWNUxLQlJ3WWRMaTUtb1g5TFRudDRONVF1VVh6NGNvNHp6NDRjN3dB?oc=5,2018-11-02 07:00:00,google_news,成都 交通 拥堵,44.0,general
暴雨红色预警还敢跑货车？别拿生命赌侥幸！丨锐评 - 川观新闻,暴雨红色预警还敢跑货车？别拿生命赌侥幸！丨锐评 川观新闻,暴雨红色预警还敢跑货车？别拿生命赌侥幸！丨锐评 - 川观新闻 暴雨红色预警还敢跑货车？别拿生命赌侥幸！丨锐评 川观新闻,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9VWGtqZVlXZnlEY2lrQ2MyQXNfdXktWW5rMmNiU05VTWxSd08xeTZ0UXdoczlSRmNmeU1iZnZCLTY1b0haVS1QZWt1Qi1yZw?oc=5,2026-04-02 07:15:00,google_news,四川 暴雨 交通,43.0,weather
交通运输部检查指导组在四川检查发现个别运输企业危货车辆在暴雨红色预警时未停运 - 新浪财经,交通运输部检查指导组在四川检查发现个别运输企业危货车辆在暴雨红色预警时未停运 新浪财经,交通运输部检查指导组在四川检查发现个别运输企业危货车辆在暴雨红色预警时未停运 - 新浪财经 交通运输部检查指导组在四川检查发现个别运输企业危货车辆在暴雨红色预警时未停运 新浪财经,https://news.google.com/rss/articles/CBMiS0FVX3lxTE96cWZtMmRtT3M2X2RrR0p4M1lZdXZxQ2V0SVk4V2NNZ3NpSnh2MEVQNElDSzNEMG4yRUVISEtZOWpRZk8ybWpWUnc0Zw?oc=5,2026-03-25 03:59:36,google_news,四川 暴雨 交通,43.0,weather
暴雨暴雪又来了！本周末四川雨雪升级，数十条公路路段将受天气影响 - sichuan.scol.com.cn,暴雨暴雪又来了！本周末四川雨雪升级，数十条公路路段将受天气影响 sichuan.scol.com.cn,暴雨暴雪又来了！本周末四川雨雪升级，数十条公路路段将受天气影响 - sichuan.scol.com.cn 暴雨暴雪又来了！本周末四川雨雪升级，数十条公路路段将受天气影响 sichuan.scol.com.cn,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9DelB2TFJidjhHRU1aNnhCeGVsY3pQaldzaFNGUkJjZmltRm5FdXVkWm1yMnk4Mk5GNmZWUWJGQ0ttTVRuV2VVOEdMeWh3ZVRQVVJ2WENtWU02a2VCOEZHaW9Mdw?oc=5,2025-10-30 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨黄色预警：广西云南等地有大暴雨 四川陕西等地部分地区有大雨 - 天气网,暴雨黄色预警：广西云南等地有大暴雨 四川陕西等地部分地区有大雨 天气网,暴雨黄色预警：广西云南等地有大暴雨 四川陕西等地部分地区有大雨 - 天气网 暴雨黄色预警：广西云南等地有大暴雨 四川陕西等地部分地区有大雨 天气网,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBQZW90V0sxLVplcGlzR001ZFNfbmZzN0FQRGkxekV1dWV1cUJfVWl3WnNpOS1Qam5Bb1UtekV6ZjlVRnVGVThHd1FmRDZLdmg5RVJxM2NZZEE2Zlkx?oc=5,2025-10-06 07:00:00,google_news,四川 暴雨 交通,43.0,weather
10余省区市部分地区有大到暴雨，四川等地有大暴雨 - peopleapp.com,10余省区市部分地区有大到暴雨，四川等地有大暴雨 peopleapp.com,10余省区市部分地区有大到暴雨，四川等地有大暴雨 - peopleapp.com 10余省区市部分地区有大到暴雨，四川等地有大暴雨 peopleapp.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE4xdDhEREhyX09PallSV1Y2Vl9PZV9GS3pqWlZxM1hPZzVLNzlOamM1V2tyTWh0bjlacEh4enFaQlJSV2VEMjRwbUo3TE1pTG1YTl9UYzc5Qk0ySWFOdWFCV1MwX2x3eGZs?oc=5,2025-09-17 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨黄色预警：河南山东四川等地部分地区有大暴雨 - 天气网,暴雨黄色预警：河南山东四川等地部分地区有大暴雨 天气网,暴雨黄色预警：河南山东四川等地部分地区有大暴雨 - 天气网 暴雨黄色预警：河南山东四川等地部分地区有大暴雨 天气网,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBzaWN6Vm1aMmtVU3kxbFpGQk1pSTk0REwzeERwQzhpRU12OUVrUWJmejUyQ2lkWXE1RW1Sdl9GY2dWLXNCazlObDJ6aWZVQmVYUVA1N0MycWZTVmlEWXY4?oc=5,2025-09-11 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨席捲四川盆地 成都市民從睡夢中驚醒 - 大紀元,暴雨席捲四川盆地 成都市民從睡夢中驚醒 大紀元,暴雨席捲四川盆地 成都市民從睡夢中驚醒 - 大紀元 暴雨席捲四川盆地 成都市民從睡夢中驚醒 大紀元,https://news.google.com/rss/articles/CBMiYEFVX3lxTE81LWszVUl2R0J1QzFfdzM3LU9UWlB0cnNwTGpfRk5wV0FUS3psUUo4WjlwMUxmZFJIZV9FRllSeXZEQ2hkQ1FOQzdObnpZdzF2SEtDZlZROUhldlJMYlhyctIBZkFVX3lxTE1UMFJDYXlXSVFZbENoZDdpRldDcWs1dzVwMGM5SUlueUdVT0dkQVZGSGN0dzcwWVNTeGdqcEd1MlJieEZhckRsYWpwN2lGRFpNMGg4MWlGZFpPYXlQNEktelh5QWpLUQ?oc=5,2025-08-10 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨黄色预警：江苏安徽四川等6省部分地区有大暴雨 - news.cn,暴雨黄色预警：江苏安徽四川等6省部分地区有大暴雨 news.cn,暴雨黄色预警：江苏安徽四川等6省部分地区有大暴雨 - news.cn 暴雨黄色预警：江苏安徽四川等6省部分地区有大暴雨 news.cn,https://news.google.com/rss/articles/CBMifkFVX3lxTE9XVUVHbmVXVk5mRTR5ZXI5dHRxMHBXQnJqQ0REbGhUb0xVZkM0UUZSYTZOZkdybk1qSFJRMzB6MlppdkJJMkVDQUlTVUI1cWJkWHFMaGhrNVBZWFNtSWZFSjZ0Z3dneGRZRjVyeWlhckRvRlk4bHVXblBXbDJjZw?oc=5,2025-08-10 07:00:00,google_news,四川 暴雨 交通,43.0,weather
截至8月10日02时30分，因暴雨天气辖区内具体管制情况如下：[星星]G93成渝环线乐宜段：关闭辜李坝站 - 手机新浪网,截至8月10日02时30分，因暴雨天气辖区内具体管制情况如下：[星星]G93成渝环线乐宜段：关闭辜李坝站 手机新浪网,截至8月10日02时30分，因暴雨天气辖区内具体管制情况如下：[星星]G93成渝环线乐宜段：关闭辜李坝站 - 手机新浪网 截至8月10日02时30分，因暴雨天气辖区内具体管制情况如下：[星星]G93成渝环线乐宜段：关闭辜李坝站 手机新浪网,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9NSUtGWDdWZU5NREQzWHh5TURmcklTS1hKdmRQUWVFNGs5dFF4WnZsb25KMnFUcm1vUEpEQ3pXMlZGcEpxNEpBdTZYVVRocUxFTmxqekNVU0VYSFlqNmVsT3BwUQ?oc=5,2025-08-10 07:00:00,google_news,四川 暴雨 交通,43.0,weather
四川升级发布暴雨黄色预警，降水落区东移12日结束，气象专家提示防范重点 - sichuan.scol.com.cn,四川升级发布暴雨黄色预警，降水落区东移12日结束，气象专家提示防范重点 sichuan.scol.com.cn,四川升级发布暴雨黄色预警，降水落区东移12日结束，气象专家提示防范重点 - sichuan.scol.com.cn 四川升级发布暴雨黄色预警，降水落区东移12日结束，气象专家提示防范重点 sichuan.scol.com.cn,https://news.google.com/rss/articles/CBMiY0FVX3lxTFB2c1ZFQlN1czg3MFJpT3NKVzFFVXYyZXF5REVoUldvQnM5VDZCMkFlR0owdFlQOXRNeEM0cnczaUZrOVNxUllmWlh1ZDJnNG9SLWY5czVqTHJqSU5FMzZjelJuQQ?oc=5,2025-08-10 07:00:00,google_news,四川 暴雨 交通,43.0,weather
五预警齐发！四川重庆等地将超40℃ 江苏等地局部将有大暴雨_央广网 - 央广网,五预警齐发！四川重庆等地将超40℃ 江苏等地局部将有大暴雨_央广网 央广网,五预警齐发！四川重庆等地将超40℃ 江苏等地局部将有大暴雨_央广网 - 央广网 五预警齐发！四川重庆等地将超40℃ 江苏等地局部将有大暴雨_央广网 央广网,https://news.google.com/rss/articles/CBMib0FVX3lxTE5Pc3lYWFRHay1ia3YzVjk5Z2VBdGRVUmNYZFpaOEtWd0pDY3kxM0E1ZUdLc3RxbFh5UllvVkdQRVBZcWc0cGVVU25ERFhaVlJNaFRzdy14U1h6ZC0tTzQyc0M2SWtCaVMxUXp1WElQVQ?oc=5,2025-08-01 07:00:00,google_news,四川 暴雨 交通,43.0,weather
四川绵阳持续暴雨民警全力救灾 - mps.gov.cn,四川绵阳持续暴雨民警全力救灾 mps.gov.cn,四川绵阳持续暴雨民警全力救灾 - mps.gov.cn 四川绵阳持续暴雨民警全力救灾 mps.gov.cn,https://news.google.com/rss/articles/CBMiggFBVV95cUxNZXEzOFlXZHNhZzFPQjJIX0R3Q0gxUnd0UnE0RERXeDF4Qko1Y3VFUGVXOXVDMTNSbWNMWGg3VzMwUzNRSnpRVFkyMXdrS252RkluOHc2NmlKX3FueGZrTG5UNllVTE9YZHdwRFhHQjROTG52NGRIRGx0NnFxSjNydW1R?oc=5,2025-07-24 08:44:09,google_news,四川 暴雨 交通,43.0,weather
台风、暴雨预警齐发，内蒙古、山西、河北、北京、四川等地局地有大暴雨 - 中国科技网,台风、暴雨预警齐发，内蒙古、山西、河北、北京、四川等地局地有大暴雨 中国科技网,台风、暴雨预警齐发，内蒙古、山西、河北、北京、四川等地局地有大暴雨 - 中国科技网 台风、暴雨预警齐发，内蒙古、山西、河北、北京、四川等地局地有大暴雨 中国科技网,https://news.google.com/rss/articles/CBMicEFVX3lxTE5lVS1HSk1XZnREalBQalVUV1dVWTh0ZjluTGRFeU5PSnAtck4wdjZ4N2VfN19WSS1nLUZhSkZLWDBxa3ZZYkZXSERwb3BPS3JnaTFYMWlsamdxWE1HbnozQnRUc0NZSkxvcmY0MzBLM1I?oc=5,2025-07-24 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨袭川，四川公安“汛”速行动 - 中国长安网,暴雨袭川，四川公安“汛”速行动 中国长安网,暴雨袭川，四川公安“汛”速行动 - 中国长安网 暴雨袭川，四川公安“汛”速行动 中国长安网,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNYU9WUDk2QXNRajlLTllUanBheldIc1psWmp5X3hMVVhtMmhOcDdrVi1wLU80WkdVbFpseE5fYlFUckZUN1EtZl9SLWRwcU53S1NfbGhpNHNrMDdXcENPb3M3M0RtYnB6TmlOenZCSkw3b3VseENHREZybTBNYVI4NjhJZVhCWE91?oc=5,2025-07-09 07:00:00,google_news,四川 暴雨 交通,43.0,weather
四川省气象台发布暴雨黄色预警 - 新浪财经,四川省气象台发布暴雨黄色预警 新浪财经,四川省气象台发布暴雨黄色预警 - 新浪财经 四川省气象台发布暴雨黄色预警 新浪财经,https://news.google.com/rss/articles/CBMifkFVX3lxTFBCbzBMUzhYNUl3TjJiV3NzNVV1S09yQy01V01CekhmU3gtbUtvZElQZUtPQm1GRXY1TXlGUW9MS0JlbkN4ZFZtZU9pcDRPUl8zc2pHS1Z1SG1DWnhHLVgxbHNvZEdibzlLczByRFl6RkR2V3pqZDJlRDBLQmV5UQ?oc=5,2025-07-04 07:00:00,google_news,四川 暴雨 交通,43.0,weather
因暴雨成都多条道路路面积水 实施临时交通管控 - sichuan.scol.com.cn,因暴雨成都多条道路路面积水 实施临时交通管控 sichuan.scol.com.cn,因暴雨成都多条道路路面积水 实施临时交通管控 - sichuan.scol.com.cn 因暴雨成都多条道路路面积水 实施临时交通管控 sichuan.scol.com.cn,https://news.google.com/rss/articles/CBMiY0FVX3lxTE40a1JPZloxMUxneFc2WG5CUVA5eU44LWUxM1pNYkpKbVU5WnZJZGYtVG00V2NJcS1QNFoyRnpKRHBkQjhQd0NlU1ZCOTZhZUdXdzdMMExfSlpjNTJ1LW9ZZW9KTQ?oc=5,2025-07-03 07:00:00,google_news,四川 暴雨 交通,43.0,weather
C视觉丨成都暴雨袭城 - sichuan.scol.com.cn,C视觉丨成都暴雨袭城 sichuan.scol.com.cn,C视觉丨成都暴雨袭城 - sichuan.scol.com.cn C视觉丨成都暴雨袭城 sichuan.scol.com.cn,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5PS2x6ZVBhMjNuNll0djFWN1JjMFE3TnBBV1NGTGJwMVpUUTlQa0F1Uno1YlpsTEdtR0JWTjdjbDk1a2FtMkw2WkxKeE5qd3RQdlJPNGtndDZfUE5weGllN3RQSQ?oc=5,2025-07-03 07:00:00,google_news,四川 暴雨 交通,43.0,weather
进入暴雨紧急防御状态！成都发布暴雨红色预警信号！四川今年首次调高地灾预警等级！-今日头条 - 光明网,进入暴雨紧急防御状态！成都发布暴雨红色预警信号！四川今年首次调高地灾预警等级！-今日头条 光明网,进入暴雨紧急防御状态！成都发布暴雨红色预警信号！四川今年首次调高地灾预警等级！-今日头条 - 光明网 进入暴雨紧急防御状态！成都发布暴雨红色预警信号！四川今年首次调高地灾预警等级！-今日头条 光明网,https://news.google.com/rss/articles/CBMiakFVX3lxTE1KNmdHR1doMGl3bnZlMUhtZjl6SVBZZ0xLS05lbnNPSUpwaVdiQTRqQ3RTMFFsZmZtSnVPQTdOS2F1ZUNxMlMza3FhOEx0bzNZVndOSWF2bUoyZnhvRGZLSGk4cE1QSTREcVE?oc=5,2025-07-03 07:00:00,google_news,四川 暴雨 交通,43.0,incident
暴雨黄色预警：12省市部分地区有大到暴雨 四川局地有特大暴雨 - 天气网,暴雨黄色预警：12省市部分地区有大到暴雨 四川局地有特大暴雨 天气网,暴雨黄色预警：12省市部分地区有大到暴雨 四川局地有特大暴雨 - 天气网 暴雨黄色预警：12省市部分地区有大到暴雨 四川局地有特大暴雨 天气网,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBfQjhoc21LVEQxeVQ1c1RUVkh5cmNtMzVhT2J5UzN2eE1RRkEtd25HVmd4b0E4SXJMN3prODJWSW5hMmxhTy1zS1pyLVVVdXRUOG9ydHFpZkVfdUI5Vk1QSg?oc=5,2025-06-29 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨黄色预警：辽宁河南等部分地区有大到暴雨 四川局地有特大暴雨 - 天气网,暴雨黄色预警：辽宁河南等部分地区有大到暴雨 四川局地有特大暴雨 天气网,暴雨黄色预警：辽宁河南等部分地区有大到暴雨 四川局地有特大暴雨 - 天气网 暴雨黄色预警：辽宁河南等部分地区有大到暴雨 四川局地有特大暴雨 天气网,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9QcUlGVlFxMmc1TUpzT3A1RWpUWmlyRm1oVlNFSXpKT1VYMHF2OE5seWtwMmFlZFVJX29PNW9KSkVyRGZBY2l4Z29qelRFMkVCaGlpS1R5VHE0ckg2X2g5TA?oc=5,2025-06-29 07:00:00,google_news,四川 暴雨 交通,43.0,weather
"C视频丨高温后突降暴雨 成都交通""压力山大"" - sichuan.scol.com.cn","C视频丨高温后突降暴雨 成都交通""压力山大"" sichuan.scol.com.cn","C视频丨高温后突降暴雨 成都交通""压力山大"" - sichuan.scol.com.cn C视频丨高温后突降暴雨 成都交通""压力山大"" sichuan.scol.com.cn",https://news.google.com/rss/articles/CBMiY0FVX3lxTE9XMTB6WkZqbUhFV2wwcFVEQXFvUmRWZTl4VzVpbXg0M2JSeHVNM2dDb0RZdjlaRjVPRk96LW8xc0dIN0d2dG9ISmptZ0hxb3YtZmg4N2EzZERRbmZoWWJDRkRHdw?oc=5,2025-06-24 07:00:00,google_news,成都 交通 拥堵,43.0,weather
暴雨黄色预警：河南湖北四川等地有大暴雨 - 人民网,暴雨黄色预警：河南湖北四川等地有大暴雨 人民网,暴雨黄色预警：河南湖北四川等地有大暴雨 - 人民网 暴雨黄色预警：河南湖北四川等地有大暴雨 人民网,https://news.google.com/rss/articles/CBMibkFVX3lxTFBFRGZuMm01OXZwLWYzakdLQUFPNDU4eXRQc0hxdm1BSGJ6TklYMV92dHAzUl8tYVNJTHl6OU9wbEFyS0dNeUZyamJWVjY5M2pNcVotMTRaMnNmR25ybnRuZjZaQi0zT2R4dGk1Zi1R?oc=5,2024-07-14 07:00:00,google_news,四川 暴雨 交通,43.0,weather
暴雨黄色预警：河南湖北四川海南岛等地有大暴雨 - 人民网,暴雨黄色预警：河南湖北四川海南岛等地有大暴雨 人民网,暴雨黄色预警：河南湖北四川海南岛等地有大暴雨 - 人民网 暴雨黄色预警：河南湖北四川海南岛等地有大暴雨 人民网,https://news.google.com/rss/articles/CBMibkFVX3lxTE9lU0FBMzlPMGE3NXVHUkM3eVJ3NEx0UDRQMUdIZTY2b1JHbFpsTmtYTUotNmZPV3RqSlRrZDNtaVFXZGFGcWNTQzA5cUdBZnRZMncyREdzOWJHZ3phcTVsa1NUbm13X2MzckpzREdn?oc=5,2024-07-14 07:00:00,google_news,四川 暴雨 交通,43.0,weather
