timestamp,district,corridor,hour,weekday,is_weekend,is_holiday,weather,rain_intensity,event_intensity,incident_count,roadwork_flag,flow,capacity,demand_capacity_ratio,avg_speed,occupancy,bus_delay_min,metro_inflow,congestion_index,congestion_level,congestion_label
2026-02-10 21:00:00,武侯,人民南路,21,1,0,0,cloudy,0.12,0.0,0,0,3190,5100,0.6256,33.546,0.621,4.469,7420.5,87.04,2,severe
2026-02-10 21:00:00,武侯,一环路南段,21,1,0,0,heavy_rain,0.7,0.0,0,0,4234,5400,0.7842,28.458,0.7734,9.33,7277.6,100.0,2,severe
2026-02-10 21:00:00,金牛,一环路北段,21,1,0,0,cloudy,0.12,0.0,0,0,4061,5600,0.7252,33.603,0.6515,4.38,6570.5,88.16,2,severe
2026-02-10 21:00:00,锦江,科华路,21,1,0,0,cloudy,0.12,0.0,0,0,2943,4600,0.6399,36.43,0.5436,4.0,6488.7,79.452,2,severe
2026-02-10 22:00:00,金牛,凤凰山环线,22,1,0,0,sunny,0.0,0.0,0,0,2720,5000,0.5441,39.944,0.5773,2.042,6565.5,74.261,2,severe
2026-02-10 22:00:00,锦江,成龙大道,22,1,0,0,sunny,0.0,0.0,0,0,3894,6400,0.6086,44.944,0.5791,1.426,5704.8,67.002,1,busy
2026-02-10 22:00:00,双流,双流机场高速,22,1,0,0,light_rain,0.35,0.55,0,0,5009,7000,0.7156,41.42,0.6937,5.599,5511.1,83.397,2,severe
2026-02-10 22:00:00,成华,中环路东段,22,1,0,0,cloudy,0.12,0.0,0,0,2994,5400,0.5546,43.953,0.5909,3.339,6025.5,70.654,1,busy
2026-02-10 22:00:00,青羊,蜀都大道,22,1,0,0,sunny,0.0,0.0,0,0,3100,4700,0.6598,31.342,0.6189,1.129,7100.0,86.754,2,severe
2026-02-10 22:00:00,锦江,东大街,22,1,0,0,cloudy,0.12,0.0,0,0,2960,4300,0.6885,29.223,0.6913,4.223,8261.0,95.594,2,severe
2026-02-10 22:00:00,锦江,科华路,22,1,0,0,light_rain,0.35,0.0,0,0,3039,4600,0.6608,33.821,0.6208,5.939,6205.2,88.056,2,severe
2026-02-10 22:00:00,高新,天府大道北段,22,1,0,0,light_rain,0.35,0.0,0,0,3837,6200,0.6189,44.529,0.5661,2.569,7377.6,68.104,1,busy
2026-02-10 22:00:00,武侯,人民南路,22,1,0,0,heavy_rain,0.7,0.0,2,0,3881,5100,0.7611,25.606,0.787,11.336,7213.6,100.0,2,severe
2026-02-10 22:00:00,武侯,一环路南段,22,1,0,0,sunny,0.0,0.0,0,0,3482,5400,0.645,34.011,0.5312,3.786,6920.0,81.991,2,severe
2026-02-10 22:00:00,金牛,一环路北段,22,1,0,0,sunny,0.0,0.0,0,0,3096,5600,0.5529,44.362,0.5378,2.068,7074.2,66.665,1,busy
2026-02-10 22:00:00,天府新区,天府大道南段,22,1,0,0,sunny,0.0,0.55,0,0,4210,6500,0.6478,42.452,0.5868,2.083,7205.4,74.174,2,severe
2026-02-10 23:00:00,青羊,蜀都大道,23,1,0,0,light_rain,0.35,0.0,1,0,2771,4700,0.5896,29.119,0.6066,4.414,6123.8,99.159,2,severe
2026-02-10 23:00:00,金牛,凤凰山环线,23,1,0,0,light_rain,0.35,0.0,0,0,2459,5000,0.4919,36.017,0.5113,5.884,5773.2,80.443,2,severe
2026-02-10 23:00:00,锦江,成龙大道,23,1,0,0,cloudy,0.12,0.0,0,0,2677,6400,0.4183,50.744,0.4924,1.459,4359.4,55.56,1,busy
2026-02-10 23:00:00,双流,双流机场高速,23,1,0,0,sunny,0.0,0.0,1,0,3287,7000,0.4696,51.358,0.5389,3.375,4883.6,65.308,1,busy
2026-02-10 23:00:00,成华,中环路东段,23,1,0,0,cloudy,0.12,0.0,0,0,2563,5400,0.4748,43.447,0.5146,4.029,5358.3,68.787,1,busy
2026-02-10 23:00:00,锦江,东大街,23,1,0,0,cloudy,0.12,0.0,0,0,2127,4300,0.4948,35.454,0.4941,3.732,6869.4,78.433,2,severe
2026-02-10 23:00:00,武侯,人民南路,23,1,0,0,cloudy,0.12,0.0,0,0,2100,5100,0.4119,43.91,0.5016,3.739,6658.9,67.342,1,busy
2026-02-10 23:00:00,天府新区,天府大道南段,23,1,0,0,sunny,0.0,0.0,0,0,3166,6500,0.4871,50.637,0.4845,2.965,5837.9,56.808,1,busy
2026-02-10 23:00:00,高新,天府大道北段,23,1,0,0,sunny,0.0,0.0,1,0,3305,6200,0.5331,46.9,0.5708,3.947,6808.8,73.208,2,severe
2026-02-10 23:00:00,锦江,科华路,23,1,0,0,sunny,0.0,0.0,0,0,2380,4600,0.5174,32.664,0.5062,1.367,5347.2,80.462,2,severe
2026-02-10 23:00:00,武侯,一环路南段,23,1,0,0,sunny,0.0,0.0,0,0,2354,5400,0.436,44.312,0.5568,1.701,6404.2,67.179,1,busy
2026-02-10 23:00:00,金牛,一环路北段,23,1,0,0,sunny,0.0,0.0,0,0,2579,5600,0.4607,45.474,0.4383,4.105,5597.6,62.917,1,busy
2026-02-11 00:00:00,金牛,凤凰山环线,0,2,0,0,light_rain,0.35,0.0,0,0,3026,5000,0.6052,33.276,0.5869,4.859,5544.5,86.341,2,severe
2026-02-11 00:00:00,锦江,成龙大道,0,2,0,0,cloudy,0.12,0.0,0,0,2961,6400,0.4628,50.278,0.5778,3.389,5265.1,61.612,1,busy
2026-02-11 00:00:00,双流,双流机场高速,0,2,0,0,cloudy,0.12,0.0,1,0,3395,7000,0.4851,54.267,0.5412,5.985,3979.0,63.954,1,busy
2026-02-11 00:00:00,成华,中环路东段,0,2,0,0,sunny,0.0,0.0,0,0,2691,5400,0.4984,45.11,0.5094,2.378,5061.9,64.754,1,busy
2026-02-11 00:00:00,青羊,蜀都大道,0,2,0,0,heavy_rain,0.7,0.0,1,0,2617,4700,0.557,33.246,0.6267,6.06,6987.8,95.995,2,severe
2026-02-11 00:00:00,锦江,东大街,0,2,0,0,sunny,0.0,0.0,0,0,1675,4300,0.3895,39.085,0.448,3.169,6597.8,71.063,1,busy
2026-02-11 00:00:00,天府新区,天府大道南段,0,2,0,0,cloudy,0.12,0.0,0,0,3470,6500,0.5339,51.713,0.5149,4.918,5209.4,58.487,1,busy
2026-02-11 00:00:00,高新,天府大道北段,0,2,0,0,light_rain,0.35,0.0,1,0,2971,6200,0.4792,47.683,0.5542,6.306,6369.9,73.693,2,severe
2026-02-11 00:00:00,武侯,人民南路,0,2,0,0,light_rain,0.35,0.0,0,0,2973,5100,0.5831,34.42,0.5946,4.428,6093.1,84.712,2,severe
2026-02-11 00:00:00,武侯,一环路南段,0,2,0,0,cloudy,0.12,0.0,0,0,2155,5400,0.3991,49.0,0.4519,3.58,6061.3,58.23,1,busy
2026-02-11 00:00:00,金牛,一环路北段,0,2,0,0,heavy_rain,0.7,0.0,2,0,3629,5600,0.6481,27.344,0.7083,11.062,5909.4,100.0,2,severe
2026-02-11 00:00:00,锦江,科华路,0,2,0,0,light_rain,0.35,0.0,0,0,2446,4600,0.5319,35.05,0.5532,4.594,5530.6,82.28,2,severe
2026-02-11 01:00:00,青羊,蜀都大道,1,2,0,0,sunny,0.0,0.0,0,0,2514,4700,0.5351,35.008,0.5128,2.026,6457.8,78.203,2,severe
2026-02-11 01:00:00,金牛,凤凰山环线,1,2,0,0,sunny,0.0,0.0,1,1,2414,5000,0.4828,38.426,0.5752,8.411,5701.5,93.674,2,severe
2026-02-11 01:00:00,锦江,成龙大道,1,2,0,0,light_rain,0.35,0.0,0,0,4223,6400,0.6599,42.425,0.6309,3.222,5195.5,74.286,2,severe
2026-02-11 01:00:00,双流,双流机场高速,1,2,0,0,cloudy,0.12,0.0,0,0,3850,7000,0.55,48.454,0.5577,1.304,4621.8,61.249,1,busy
2026-02-11 01:00:00,成华,中环路东段,1,2,0,0,cloudy,0.12,0.0,1,0,3394,5400,0.6285,36.177,0.6564,6.72,5744.9,93.911,2,severe
2026-02-11 01:00:00,锦江,东大街,1,2,0,0,sunny,0.0,0.0,0,0,2268,4300,0.5276,36.776,0.5711,0.8,6316.6,77.099,2,severe
2026-02-11 01:00:00,金牛,一环路北段,1,2,0,0,sunny,0.0,0.0,1,0,2529,5600,0.4517,46.246,0.4634,3.522,5811.4,69.176,1,busy
2026-02-11 01:00:00,天府新区,天府大道南段,1,2,0,0,sunny,0.0,0.0,0,0,3554,6500,0.5469,46.679,0.5901,3.359,6071.9,66.958,1,busy
2026-02-11 01:00:00,高新,天府大道北段,1,2,0,0,light_rain,0.35,0.0,0,0,3443,6200,0.5555,40.189,0.5926,2.592,6247.3,75.099,2,severe
2026-02-11 01:00:00,武侯,人民南路,1,2,0,0,sunny,0.0,0.0,0,0,2145,5100,0.4206,43.919,0.495,3.277,6544.3,66.611,1,busy
2026-02-11 01:00:00,武侯,一环路南段,1,2,0,0,sunny,0.0,0.0,0,0,2275,5400,0.4214,48.474,0.4686,2.329,5935.2,58.454,1,busy
2026-02-11 01:00:00,锦江,科华路,1,2,0,0,sunny,0.0,0.0,0,0,1895,4600,0.412,42.593,0.4651,2.598,5975.9,66.502,1,busy
2026-02-11 02:00:00,青羊,蜀都大道,2,2,0,0,light_rain,0.35,0.0,0,0,2587,4700,0.5506,40.542,0.5949,5.081,6227.8,77.081,2,severe
2026-02-11 02:00:00,金牛,凤凰山环线,2,2,0,0,cloudy,0.12,0.0,0,0,1940,5000,0.3881,42.973,0.4637,4.089,5770.0,67.346,1,busy
2026-02-11 02:00:00,锦江,成龙大道,2,2,0,0,sunny,0.0,0.0,0,0,2910,6400,0.4548,51.051,0.4644,2.479,5362.4,54.942,1,busy
2026-02-11 02:00:00,双流,双流机场高速,2,2,0,0,sunny,0.0,0.0,0,0,3634,7000,0.5192,54.405,0.5333,3.439,4577.8,54.217,1,busy
2026-02-11 02:00:00,成华,中环路东段,2,2,0,0,heavy_rain,0.7,0.0,0,0,3260,5400,0.6038,35.43,0.6206,5.871,5711.0,85.811,2,severe
2026-02-11 02:00:00,锦江,东大街,2,2,0,0,light_rain,0.35,0.0,0,0,2160,4300,0.5025,37.659,0.5323,3.914,7252.8,77.238,2,severe
2026-02-11 02:00:00,金牛,一环路北段,2,2,0,0,light_rain,0.35,0.0,0,0,3046,5600,0.544,39.531,0.5281,4.359,6239.6,74.956,2,severe
2026-02-11 02:00:00,天府新区,天府大道南段,2,2,0,0,sunny,0.0,0.0,0,0,2670,6500,0.4108,52.121,0.4066,2.436,5385.6,51.027,1,busy
2026-02-11 02:00:00,高新,天府大道北段,2,2,0,0,sunny,0.0,0.0,0,0,2756,6200,0.4445,48.666,0.4983,2.705,6230.9,59.799,1,busy
2026-02-11 02:00:00,武侯,人民南路,2,2,0,0,cloudy,0.12,0.0,0,0,2694,5100,0.5284,39.666,0.5058,3.176,6446.5,72.71,2,severe
2026-02-11 02:00:00,武侯,一环路南段,2,2,0,0,light_rain,0.35,0.0,0,0,2963,5400,0.5488,41.758,0.5695,2.515,5994.6,71.936,1,busy
2026-02-11 02:00:00,锦江,科华路,2,2,0,0,cloudy,0.12,0.0,0,0,2293,4600,0.4985,38.849,0.5732,2.429,5526.0,75.937,2,severe
2026-02-11 03:00:00,金牛,凤凰山环线,3,2,0,0,heavy_rain,0.7,0.0,1,0,2866,5000,0.5732,28.378,0.6543,5.527,5846.1,100.0,2,severe
2026-02-11 03:00:00,锦江,成龙大道,3,2,0,0,heavy_rain,0.7,0.0,0,0,3954,6400,0.6179,39.805,0.6195,5.619,5096.6,79.62,2,severe
2026-02-11 03:00:00,双流,双流机场高速,3,2,0,0,light_rain,0.35,0.0,1,0,4835,7000,0.6908,41.486,0.6558,7.199,4764.6,87.175,2,severe
2026-02-11 03:00:00,成华,中环路东段,3,2,0,0,heavy_rain,0.7,0.0,1,0,3543,5400,0.6562,31.282,0.6526,9.804,5375.4,100.0,2,severe
2026-02-11 03:00:00,青羊,蜀都大道,3,2,0,0,sunny,0.0,0.0,1,0,2496,4700,0.5312,36.197,0.5841,4.92,6340.3,89.141,2,severe
2026-02-11 03:00:00,锦江,东大街,3,2,0,0,sunny,0.0,0.0,0,0,2176,4300,0.5061,35.936,0.5411,2.29,6274.9,78.388,2,severe
2026-02-11 03:00:00,天府新区,天府大道南段,3,2,0,0,light_rain,0.35,0.0,1,0,4066,6500,0.6257,43.749,0.5929,4.988,5879.7,79.381,2,severe
2026-02-11 03:00:00,高新,天府大道北段,3,2,0,0,light_rain,0.35,0.0,0,0,2973,6200,0.4796,45.223,0.5415,3.092,6537.4,66.629,1,busy
2026-02-11 03:00:00,武侯,人民南路,3,2,0,0,sunny,0.0,0.0,0,0,1974,5100,0.3871,45.194,0.5044,4.975,6349.5,66.9,1,busy
2026-02-11 03:00:00,武侯,一环路南段,3,2,0,0,cloudy,0.12,0.0,0,0,2549,5400,0.4721,42.911,0.5431,1.826,6048.7,68.614,1,busy
2026-02-11 03:00:00,金牛,一环路北段,3,2,0,0,heavy_rain,0.7,0.0,0,0,3152,5600,0.5629,41.382,0.5843,3.21,5275.4,73.724,2,severe
2026-02-11 03:00:00,锦江,科华路,3,2,0,0,light_rain,0.35,0.0,0,0,2400,4600,0.5219,35.653,0.5657,3.965,5812.6,81.393,2,severe
2026-02-11 04:00:00,青羊,蜀都大道,4,2,0,0,sunny,0.0,0.0,0,0,2526,4700,0.5376,34.061,0.5153,3.078,6282.1,80.584,2,severe
2026-02-11 04:00:00,金牛,凤凰山环线,4,2,0,0,heavy_rain,0.7,0.0,0,0,2892,5000,0.5784,39.879,0.5883,5.645,6157.1,78.236,2,severe
2026-02-11 04:00:00,锦江,成龙大道,4,2,0,0,sunny,0.0,0.0,0,0,2655,6400,0.4149,51.864,0.4664,2.113,4773.9,53.582,1,busy
2026-02-11 04:00:00,双流,双流机场高速,4,2,0,0,sunny,0.0,0.0,0,0,3404,7000,0.4863,59.345,0.4986,1.595,5162.1,44.341,0,smooth
2026-02-11 04:00:00,成华,中环路东段,4,2,0,0,light_rain,0.35,0.0,1,0,3145,5400,0.5825,40.412,0.5839,6.157,6074.3,84.615,2,severe
2026-02-11 04:00:00,锦江,东大街,4,2,0,0,cloudy,0.12,0.0,0,0,2299,4300,0.5347,35.913,0.5299,3.751,6901.0,79.336,2,severe
2026-02-11 04:00:00,武侯,人民南路,4,2,0,0,heavy_rain,0.7,0.0,1,0,3481,5100,0.6826,29.854,0.7024,9.405,6657.5,100.0,2,severe
2026-02-11 04:00:00,天府新区,天府大道南段,4,2,0,0,cloudy,0.12,0.0,0,0,3306,6500,0.5087,51.228,0.5423,3.416,6082.6,58.864,1,busy
2026-02-11 04:00:00,金牛,一环路北段,4,2,0,0,sunny,0.0,0.0,0,0,2930,5600,0.5233,40.674,0.543,1.797,5979.1,71.603,1,busy
2026-02-11 04:00:00,武侯,一环路南段,4,2,0,0,sunny,0.0,0.0,0,0,3066,5400,0.568,40.243,0.5686,2.551,6510.4,73.978,2,severe
2026-02-11 04:00:00,锦江,科华路,4,2,0,0,cloudy,0.12,0.0,1,0,1743,4600,0.3791,39.374,0.5289,5.257,6266.9,82.853,2,severe
2026-02-11 04:00:00,高新,天府大道北段,4,2,0,0,cloudy,0.12,0.0,0,0,3416,6200,0.551,48.15,0.5407,1.598,5830.0,61.225,1,busy
2026-02-11 05:00:00,金牛,凤凰山环线,5,2,0,0,cloudy,0.12,0.0,1,0,2502,5000,0.5005,37.857,0.578,6.072,5275.3,87.738,2,severe
2026-02-11 05:00:00,锦江,成龙大道,5,2,0,0,cloudy,0.12,0.0,0,0,4179,6400,0.653,40.14,0.5784,3.353,4520.0,75.29,2,severe
2026-02-11 05:00:00,双流,双流机场高速,5,2,0,0,cloudy,0.12,0.0,2,0,3539,7000,0.5057,49.003,0.5987,5.873,4317.4,80.172,2,severe
2026-02-11 05:00:00,青羊,蜀都大道,5,2,0,0,light_rain,0.35,0.0,0,0,3098,4700,0.6593,28.471,0.6307,5.169,6675.0,94.963,2,severe
2026-02-11 05:00:00,锦江,东大街,5,2,0,0,light_rain,0.35,0.0,1,0,2323,4300,0.5404,32.844,0.6035,5.859,6655.1,95.373,2,severe
2026-02-11 05:00:00,成华,中环路东段,5,2,0,0,sunny,0.0,0.0,0,0,2917,5400,0.5403,42.963,0.5508,3.272,5423.6,70.24,1,busy
2026-02-11 05:00:00,天府新区,天府大道南段,5,2,0,0,sunny,0.0,0.0,0,0,3145,6500,0.4839,52.346,0.4813,2.404,6125.5,53.833,1,busy
2026-02-11 05:00:00,高新,天府大道北段,5,2,0,0,light_rain,0.35,0.0,1,0,2944,6200,0.4749,47.943,0.5568,5.669,5990.9,72.847,2,severe
2026-02-11 05:00:00,武侯,人民南路,5,2,0,0,light_rain,0.35,0.0,0,0,3134,5100,0.6146,36.785,0.6231,2.498,6714.9,80.885,2,severe
2026-02-11 05:00:00,武侯,一环路南段,5,2,0,0,cloudy,0.12,0.0,0,0,2537,5400,0.4698,44.079,0.4906,4.878,6657.5,67.734,1,busy
2026-02-11 05:00:00,金牛,一环路北段,5,2,0,0,sunny,0.0,0.0,0,0,2828,5600,0.5052,43.591,0.4809,3.217,5582.0,66.408,1,busy
2026-02-11 05:00:00,锦江,科华路,5,2,0,0,cloudy,0.12,0.0,0,0,2260,4600,0.4915,42.114,0.5195,0.8,5808.9,67.723,1,busy
2026-02-11 06:00:00,青羊,蜀都大道,6,2,0,0,sunny,0.0,0.0,0,0,2426,4700,0.5163,34.249,0.5796,3.706,6284.2,83.629,2,severe
2026-02-11 06:00:00,金牛,凤凰山环线,6,2,0,0,sunny,0.0,0.0,0,0,2830,5000,0.5662,36.289,0.5578,4.425,5505.9,80.64,2,severe
2026-02-11 06:00:00,锦江,成龙大道,6,2,0,0,sunny,0.0,0.0,0,0,2895,6400,0.4524,48.697,0.5132,3.142,5338.7,60.798,1,busy
2026-02-11 06:00:00,双流,双流机场高速,6,2,0,0,cloudy,0.12,0.0,0,0,3275,7000,0.4679,60.254,0.4948,3.026,5119.5,44.312,0,smooth
2026-02-11 06:00:00,成华,中环路东段,6,2,0,0,cloudy,0.12,0.0,1,0,2596,5400,0.4809,42.217,0.6,5.381,5348.3,82.119,2,severe
2026-02-11 06:00:00,锦江,东大街,6,2,0,0,heavy_rain,0.7,0.0,0,0,2417,4300,0.5622,30.138,0.6066,5.373,6389.6,91.896,2,severe
2026-02-11 06:00:00,武侯,人民南路,6,2,0,0,sunny,0.0,0.0,0,0,2039,5100,0.3998,44.875,0.4444,1.51,6332.9,61.518,1,busy
2026-02-11 06:00:00,天府新区,天府大道南段,6,2,0,0,sunny,0.0,0.0,0,0,2408,6500,0.3706,59.196,0.4462,2.914,6394.4,43.594,0,smooth
2026-02-11 06:00:00,高新,天府大道北段,6,2,0,0,sunny,0.0,0.0,0,0,3819,6200,0.6161,41.549,0.5794,0.8,6131.2,71.006,1,busy
2026-02-11 06:00:00,武侯,一环路南段,6,2,0,0,cloudy,0.12,0.0,1,0,3056,5400,0.5661,41.875,0.5653,6.86,5968.6,82.531,2,severe
2026-02-11 06:00:00,金牛,一环路北段,6,2,0,0,cloudy,0.12,0.0,0,0,3044,5600,0.5436,41.646,0.5626,2.728,6272.1,71.997,1,busy
2026-02-11 06:00:00,锦江,科华路,6,2,0,0,heavy_rain,0.7,0.0,0,0,2664,4600,0.5791,30.973,0.6231,4.653,6068.1,90.778,2,severe
2026-02-11 07:00:00,青羊,蜀都大道,7,2,0,0,sunny,0.0,0.0,1,0,4509,4700,0.9595,17.646,0.8285,9.32,9753.5,100.0,2,severe
2026-02-11 07:00:00,金牛,凤凰山环线,7,2,0,0,light_rain,0.35,0.0,2,0,5233,5000,1.0467,11.065,0.9285,17.593,8642.4,100.0,2,severe
2026-02-11 07:00:00,锦江,成龙大道,7,2,0,0,heavy_rain,0.7,0.0,0,0,7204,6400,1.1257,8.977,0.9523,15.642,7918.2,100.0,2,severe
2026-02-11 07:00:00,双流,双流机场高速,7,2,0,0,light_rain,0.35,0.0,0,0,7174,7000,1.025,21.554,0.8274,12.305,6798.1,100.0,2,severe
